Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262.zip,S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036.zip,126,24
S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262.zip,S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805.zip,106,36
S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137.zip,S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036.zip,129,12
S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137.zip,S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805.zip,109,24
S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036.zip,S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805.zip,20,12
S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036.zip,S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1.zip,125,24
S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240803T125519_20240803T125549_055049_06B4EE_B036.zip,S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B.zip,104,36
S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805.zip,S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1.zip,145,12
S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805.zip,S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B.zip,124,24
S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240815T125519_20240815T125548_055224_06BB4D_C805.zip,S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381.zip,67,36
S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1.zip,S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B.zip,21,12
S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1.zip,S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381.zip,78,24
S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240827T125519_20240827T125549_055399_06C1CC_1FE1.zip,S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28.zip,147,36
S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B.zip,S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381.zip,57,12
S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B.zip,S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28.zip,126,24
S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240908T125519_20240908T125549_055574_06C878_6F1B.zip,S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C.zip,5,36
S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381.zip,S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28.zip,69,12
S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381.zip,S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C.zip,52,24
S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240920T125520_20240920T125549_055749_06CF5F_F381.zip,S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB.zip,51,36
S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28.zip,S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C.zip,121,12
S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28.zip,S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB.zip,18,24
S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241002T125520_20241002T125550_055924_06D64E_CA28.zip,S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06.zip,88,36
S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C.zip,S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB.zip,103,12
S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C.zip,S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06.zip,33,24
S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241014T125520_20241014T125550_056099_06DD30_897C.zip,S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC.zip,38,36
S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB.zip,S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06.zip,70,12
S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241026T125520_20241026T125550_056274_06E424_3FFB.zip,S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC.zip,65,24
S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06.zip,S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC.zip,5,12
S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241107T125520_20241107T125550_056449_06EB11_7F06.zip,S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F.zip,30,36
S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC.zip,S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F.zip,25,24
S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241119T125519_20241119T125549_056624_06F215_9DBC.zip,S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5.zip,141,36
S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F.zip,S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5.zip,116,12
S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F.zip,S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D.zip,20,24
S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241213T125518_20241213T125548_056974_06FFE6_755F.zip,S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061.zip,79,36
S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5.zip,S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D.zip,96,12
S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5.zip,S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061.zip,37,24
S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241225T125516_20241225T125546_057149_0706ED_77A5.zip,S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE.zip,64,36
S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D.zip,S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061.zip,59,12
S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D.zip,S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE.zip,32,24
S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250106T125515_20250106T125545_057324_070DCA_4C4D.zip,S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3.zip,18,36
S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061.zip,S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE.zip,27,12
S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061.zip,S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3.zip,77,24
S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250118T125514_20250118T125544_057499_0714B9_5061.zip,S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF.zip,78,36
S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE.zip,S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3.zip,50,12
S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE.zip,S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF.zip,51,24
S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250130T125514_20250130T125543_057674_071BA5_95EE.zip,S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9.zip,119,36
S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3.zip,S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF.zip,1,12
S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3.zip,S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9.zip,69,24
S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250211T125513_20250211T125543_057849_0722A5_93A3.zip,S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841.zip,71,36
S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF.zip,S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9.zip,68,12
S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF.zip,S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841.zip,70,24
S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250223T125513_20250223T125543_058024_0729C2_96BF.zip,S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04.zip,109,36
S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9.zip,S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841.zip,2,12
S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9.zip,S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04.zip,41,24
S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250307T125513_20250307T125543_058199_0730ED_B7C9.zip,S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5.zip,183,36
S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841.zip,S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04.zip,39,12
S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841.zip,S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5.zip,185,24
S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250319T125513_20250319T125543_058374_0737D0_6841.zip,S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F.zip,97,36
S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04.zip,S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5.zip,224,12
S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04.zip,S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F.zip,136,24
S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250331T125514_20250331T125543_058549_073ED5_BB04.zip,S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01.zip,168,36
S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5.zip,S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F.zip,88,12
